2.21,2.87,r
4.1499999999999995,4.97,r
4.8999999999999995,5.7,r
6.04,6.6000000000000005,r
7.75,8.57,r
14.43,15.05,r
16.279999999999998,16.88,r
16.6,17.42,r
18.44,19.12,r
18.81,19.63,r
20.7,21.38,r
21.04,21.86,r
21.54,22.36,r
24.22,25.04,r
26.439999999999998,26.96,r
32.57,32.830000000000005,r
33.97,34.370000000000005,r
36.24,36.74,r
36.86,37.620000000000005,r
37.260000000000005,38.08,r
38.57,39.309999999999995,r
40.11,40.89,r
40.52,41.339999999999996,r
40.93000000000001,41.75,r
42.71,43.309999999999995,r
43.77,43.99,r
44.83,45.45,r
45.739999999999995,46.36,r
46.99,47.589999999999996,r
49.26,49.88,r
52.63,53.07,r
53.51,53.93,r
54.190000000000005,54.93,r
55.28,55.8,r
56.07,56.65,r
56.93,57.550000000000004,r
57.64,58.42,r
58.589999999999996,59.15,r
59.080000000000005,59.9,r
59.9,60.54,r
60.419999999999995,61.04,r
61.220000000000006,61.82,r
62.11,62.59,r
62.830000000000005,63.65,r
63.650000000000006,64.43,r
64.5,65.32,r
65.41999999999999,66.0,r
66.2,66.82000000000001,r
67.07000000000001,67.45,r
67.69999999999999,68.28,r
68.21,68.79,r
68.66,69.24000000000001,r
69.5,70.12,r
70.36,70.88000000000001,r
71.04,71.86,r
71.54,72.36,r
72.69,73.28999999999999,r
73.32000000000001,74.04,r
74.0,74.44,r
74.38000000000001,75.2,r
86.37,87.19,r
86.84,87.66,r
87.25,88.07,r
87.86,88.67999999999999,r
88.6,89.38,r
89.52,90.08,r
90.55,91.01,r
91.03,91.77000000000001,r
91.93,92.41,r
92.84,93.28,r
93.19,94.00999999999999,r
94.32,94.9,r
94.96000000000001,95.72,r
95.92,96.52,r
96.74000000000001,97.5,r
97.64999999999999,98.11,r
98.35000000000001,98.83,r
98.65,99.37,r
99.2,99.67999999999999,r
100.06,100.62,r
100.55000000000001,101.25,r
101.74000000000001,102.12,r
102.02,102.67999999999999,r
102.52000000000001,103.0,r
103.28,103.72,r
103.9,104.68,r
104.6,105.32,r
105.63000000000001,106.27,r
106.48,107.04,r
106.91,107.72999999999999,r
108.07000000000001,108.51,r
109.60000000000001,110.08,r
110.48,110.8,r
111.22,111.66,r
111.97,112.43,r
112.61,113.13000000000001,r
114.34,115.12,r
114.9,115.62,r
118.15,118.57,r
118.97999999999999,119.44,r
120.17,120.58999999999999,r
120.9,121.53999999999999,r
121.75,122.31,r
122.67,123.33,r
123.51,124.11,r
124.25,125.07,r
124.86999999999999,125.61,r
126.14,126.54,r
126.83999999999999,127.42,r
127.59,128.15,r
128.44,129.10000000000002,r
129.20000000000002,130.02,r
130.03,130.85,r
130.58,131.4,r
131.0,131.82,r
131.6,132.32000000000002,r
132.53,133.13000000000002,r
133.35,134.10999999999999,r
134.17000000000002,134.81,r
134.52,135.34,r
134.96,135.73999999999998,r
135.73,136.54999999999998,r
136.42000000000002,137.24,r
137.01999999999998,137.68,r
137.53,138.35,r
138.07,138.89,r
138.8,139.62,r
139.21,140.03,r
139.63,140.45,r
142.14999999999998,142.87,r
142.57,143.39,r
142.98,143.79999999999998,r
143.44,144.26,r
144.20000000000002,144.78,r
144.49,145.31,r
145.33,146.15,r
145.92,146.64000000000001,r
146.28,147.1,r
146.96,147.72,r
147.94,148.76,r
148.89,149.43,r
149.79,150.29,r
150.35999999999999,151.02,r
151.35999999999999,151.78,r
151.94,152.66000000000003,r
152.5,153.32,r
153.63,154.45,r
154.27,155.09,r
154.91,155.48999999999998,r
155.20000000000002,156.02,r
155.61,156.43,r
156.70999999999998,157.07,r
157.28,157.66,r
157.59,158.27,r
158.19,158.95,r
158.75,159.57,r
159.31,159.82999999999998,r
159.57,160.39,r
160.04,160.85999999999999,r
160.67000000000002,161.25,r
161.4,162.1,r
162.01999999999998,162.56,r
162.32,163.14,r
163.13,163.95,r
164.04999999999998,164.77,r
164.93,165.75,r
165.49,166.31,r
165.97,166.79,r
166.46,167.28,r
166.88,167.7,r
167.31,168.13,r
168.12,168.94,r
168.96,169.78,r
169.69,170.29000000000002,r
170.23999999999998,170.84,r
170.94,171.57999999999998,r
171.82,172.42000000000002,r
172.23000000000002,173.01,r
172.65,173.47,r
173.66,174.20000000000002,r
174.45999999999998,174.94,r
175.29000000000002,175.69,r
176.07999999999998,176.56,r
176.82,177.26,r
182.24,182.82,r
183.43,183.82999999999998,r
184.46,184.84,r
185.02,185.6,r
186.0,186.72000000000003,r
186.37,187.19,r
186.81,187.63,r
187.43,188.25,r
188.39,189.01,r
189.25,189.75,r
190.0,190.5,r
190.83,191.23,r
191.29,192.04999999999998,r
192.14000000000001,192.96,r
193.26,193.7,r
194.05,194.55,r
194.81,195.31,r
195.47,196.01000000000002,r
196.38,196.86,r
197.19,197.70999999999998,r
197.96,198.42,r
198.6,199.08,r
199.41,199.91,r
200.26,200.76,r
201.0,201.48000000000002,r
201.69,202.14999999999998,r
202.63000000000002,202.91,r
203.42,203.92,r
204.23,204.79,r
204.75,205.35000000000002,r
205.87,206.35000000000002,r
206.67,207.09,r
207.44,207.94,r
208.35999999999999,208.66,r
209.14000000000001,209.6,r
209.91,210.36999999999998,r
210.57,211.11,r
211.36,211.82,r
212.33,212.79,r
213.23000000000002,213.63,r
214.14999999999998,214.75,r
214.72,215.23999999999998,r
215.66,216.02,r
216.78,217.17999999999998,r
217.37,217.93,r
218.02,218.48,r
218.72,219.54,r
219.84,220.34,r
220.82999999999998,221.13,r
221.48000000000002,222.0,r
225.73,226.03,r
226.58999999999997,227.19,r
226.89000000000001,227.71,r
227.54,228.22,r
228.57000000000002,228.97,r
228.88,229.7,r
229.88,230.45999999999998,r
230.5,231.32,r
231.6,232.23999999999998,r
231.92000000000002,232.74,r
233.31,234.13,r
234.07,234.89,r
235.05,235.63,r
