5064.31,5064.31,r
5065.67,5065.67,r
5066.6,5066.6,r
5067.63,5067.63,r
5068.04,5068.04,r
5068.98,5068.98,r
5070.27,5070.27,r
5071.52,5071.52,r
5072.69,5072.69,r
5073.76,5073.76,r
5075.11,5075.11,r
5079.45,5079.45,r
5080.59,5080.59,r
5081.55,5081.55,r
5084.36,5084.36,r
5086.38,5086.38,r
5087.74,5087.74,r
5088.58,5088.58,r
5092.7,5092.7,r
5094.22,5094.22,r
5094.66,5094.66,r
5095.68,5095.68,r
5097.55,5097.55,r
5098.39,5098.39,r
5099.26,5099.26,r
5107.69,5107.69,r
5108.88,5108.88,r
5110.38,5110.38,r
5110.97,5110.97,r
5111.94,5111.94,r
5113.86,5113.86,r
5114.87,5114.87,r
5115.89,5115.89,r
5116.84,5116.84,r
5117.82,5117.82,r
5119.71,5119.71,r
5120.14,5120.14,r
5120.65,5120.65,r
5125.31,5125.31,r
5126.27,5126.27,r
5126.61,5127.23,r
5128.9,5128.9,r
5129.53,5129.53,r
5130.17,5130.19,r
5130.38,5131.2,r
5133.98,5133.98,r
5134.4,5134.4,r
5134.81,5134.81,r
5135.63,5135.63,r
5136.37,5136.41,r
5159.47,5159.47,r
5160.96,5160.96,r
5162.06,5162.06,r
5162.51,5162.51,r
5163.15,5163.15,r
5164.35,5164.35,r
5165.27,5165.27,r
5166.12,5166.12,r
5166.96,5166.96,r
5168.01,5168.01,r
5168.97,5168.97,r
5169.88,5169.88,r
5172.48,5172.48,r
5173.44,5173.44,r
5174.26,5174.26,r
5174.98,5174.98,r
5175.5,5175.5,r
5175.91,5175.91,r
5176.41,5176.41,r
5177.05,5177.05,r
5177.98,5177.98,r
5178.96,5178.96,r
5179.97,5179.97,r
5182.34,5182.34,r
5182.98,5182.98,r
5183.87,5183.87,r
5184.39,5184.39,r
5184.92,5184.92,r
5185.62,5185.7,r
5211.89,5211.89,r
5213.44,5213.44,r
5214.43,5214.43,r
5215.14,5215.14,r
5215.95,5215.95,r
5216.85,5216.85,r
5217.26,5217.26,r
5218.08,5218.08,r
5219.0,5219.0,r
5219.91,5219.91,r
5220.79,5220.79,r
5221.64,5221.64,r
5222.44,5222.44,r
5223.4,5223.4,r
5224.27,5224.27,r
5226.87,5226.87,r
5227.67,5227.67,r
