0.45000000000000007,c
1.07,c
2.03,c
2.89,c
3.8100000000000005,c
4.67,c
5.49,c
6.52,c
7.17,c
7.880000000000001,c
8.65,c
9.49,c
9.96,c
10.37,c
10.99,c
11.8,c
12.6,c
13.53,c
14.37,cb
15.24,c
16.12,c
16.84,c
17.54,c
18.12,c
18.89,c
19.95,c
20.82,c
21.61,c
22.52,c
23.31,c
24.12,c
24.87,c
25.34,c
26.31,c
27.1,c
27.87,c
28.34,b
28.75,c
29.21,c
30.21,c
30.77,c
31.46,c
32.39,c
33.37,b
34.15,c
34.91,c
35.91,c
36.98,c
37.71,c
39.55,c
40.32,c
41.02,c
41.81,c
42.53,c
42.94,c
43.5,c
44.34,c
45.48,c
46.29,c
47.06,c
47.74,c
48.49,c
49.27,c
50.18,c
51.04,c
51.61,c
52.05,c
52.64,c
53.35,c
54.12,c
54.9,c
55.79,c
56.59,c
57.3,c
58.11,c
58.94,c
59.69,c
60.51,c
61.29,c
62.15,c
63.01,c
63.81999999999999,c
64.66,c
65.48,c
66.2,c
66.92,c
67.71,c
68.62,c
69.47,c
70.33,c
70.94,c
71.72,c
72.45,c
73.41,c
73.82,c
74.5,c
75.56,b
76.37,c
77.19,c
77.9,c
78.76,c
79.56,c
80.26,c
80.84,c
81.66,c
82.21,c
82.63,c
83.21,c
83.94,c
84.52,c
85.78,b
86.34,c
87.0,c
87.6,c
88.17,c
89.88,c
90.83,c
91.66,c
92.33,c
92.86,c
93.96,c
94.7,c
95.6,c
96.43,c
97.12,c
97.89,c
98.6,c
99.35,c
100.25,c
100.98,c
101.61,c
102.42,c
103.22,c
103.86,c
104.46,c
105.2,c
106.21,c
106.73,c
107.97,c
109.05,c
109.97,c
111.01,c
111.88,c
112.65,c
113.39,c
114.16,c
115.1,c
116.13,c
117.03,c
118.29,c
119.99,c
122.66,c
123.78,b
125.37,c
127.63999999999999,c
128.25,c
128.72,c
130.35,c
131.31,c
132.17,c
132.65,c
133.55,c
134.16,c
135.31,c
135.87,c
136.81,cb
137.32,c
137.85,c
138.46,c
139.18,c
139.59,c
140.15,c
140.63,c
141.14,c
141.8,c
142.83,c
143.49,c
144.05,c
144.46,c
145.23,c
145.72,c
146.39,c
147.22,c
147.63,c
148.18,c
148.73,c
149.72,c
150.6,c
151.74,c
152.47,c
152.9,cb
153.71,c
154.47,c
154.88,c
155.96,c
156.91,c
158.84,c
159.26,c
160.36,c
160.77,c
161.27,c
162.08,c
164.12,c
165.17,c
166.03,c
166.79,c
167.6,c
168.22,c
168.91,c
169.67,c
171.18,c
171.8,c
172.6,c
173.48,c
174.14,c
174.95,c
175.67,c
176.81,b
177.87,c
178.65,c
179.43,c
180.17,c
180.58,c
182.27,c
182.93,c
183.34,c
184.22,c
185.09,c
185.67,c
186.43,c
187.34,c
187.8,c
188.26,c
189.02,c
189.79,c
190.99,c
192.07,c
192.73,c
193.68,c
194.47,c
195.26,c
196.01,c
196.69,c
197.52,c
198.49,c
199.34,c
200.2,c
201.04,c
202.16,c
202.81,c
203.64,c
205.82,c
206.76,c
207.39,c
208.12,b
208.81,b
209.61,c
211.12,b
211.7,c
212.38,c
212.9,b
216.24,c
217.39,c
219.5,c
220.13,c
221.36,c
221.91,c
222.58,c
223.22,b
223.79,c
224.45,c
225.71,c
226.51,c
227.17,c
227.67,c
228.57,c
229.55,c
230.3,c
231.1,c
231.9,c
232.57,c
233.3,c
234.24,c
235.24,c
235.74,c
236.8,c
237.38,c
238.13,c
239.43,c
240.1,c
240.89,c
241.66,c
242.4,c
243.14,c
243.7,c
244.65,c
245.38,c
245.98,c
246.65,c
247.09,c
247.96,c
248.71,c
249.24,c
250.11,c
250.57,c
251.52,c
252.29,c
253.11,c
253.88,c
254.62,c
255.7,c
256.47,c
257.19,c
257.97,c
258.71,c
259.6,c
260.35,c
261.06,c
261.82,c
262.52,c
263.31,c
263.83,c
264.71,c
265.46,c
266.14,c
266.81,c
267.63,c
268.32,c
269.28,c
270.0,c
270.81,c
271.51,c
272.28,c
273.06,c
273.76,c
274.63,b
275.3,c
275.98,c
276.95,c
277.65,c
278.14,c
279.18,c
