936.36,936.52,r
937.77,938.23,r
938.84,939.4,r
939.83,940.41,r
941.15,941.73,r
942.13,942.71,r
943.15,943.77,r
944.2,944.8,r
945.47,945.97,r
946.37,946.93,r
947.69,948.19,r
948.75,949.33,r
949.7,950.32,r
950.77,951.49,r
951.83,952.39,r
952.81,953.39,r
953.68,953.84,r
953.92,954.48,r
954.86,955.42,r
955.8,955.8,r
955.96,956.46,r
956.83,956.83,r
957.07,957.59,r
957.89,958.47,r
958.76,958.88,r
959.07,959.59,r
959.77,959.95,r
959.99,960.55,r
960.91,961.47,r
961.81,961.91,r
961.98,962.56,r
962.93,962.95,r
963.13,963.57,r
963.84,964.12,r
964.17,964.61,r
964.94,964.94,r
965.06,965.64,r
966.1,966.56,r
966.97,966.99,r
967.09,967.75,r
968.0,968.0,r
968.2,968.72,r
968.92,969.18,r
969.28,969.84,r
970.14,970.82,r
971.22,971.6800000000001,r
972.2,972.72,r
973.09,973.69,r
973.97,974.09,r
974.46,974.64,r
975.14,975.14,r
975.39,975.75,r
976.48,976.74,r
976.9300000000001,977.75,r
978.07,978.17,r
978.29,978.77,r
979.1,979.7,r
979.67,980.17,r
980.13,980.71,r
981.13,981.13,r
981.28,981.8,r
981.98,982.36,r
982.24,982.92,r
983.14,983.76,r
983.76,984.1,r
984.1800000000001,984.5,r
984.94,985.46,r
985.8,985.8,r
986.06,986.42,r
986.79,987.35,r
987.5,987.62,r
987.79,988.17,r
988.61,989.07,r
989.48,990.0,r
990.53,990.61,r
991.19,991.33,r
992.04,992.04,r
992.9300000000001,992.9300000000001,r
995.67,995.71,r
995.92,996.28,r
996.58,996.6,r
996.77,997.29,r
997.2,997.82,r
998.01,998.37,r
998.54,999.04,r
998.97,999.45,r
999.5,999.92,r
1000.48,1000.48,r
1000.84,1000.96,r
1001.14,1001.56,r
1001.61,1001.91,r
1002.61,1002.61,r
1002.81,1003.23,r
1003.52,1003.68,r
1003.81,1004.21,r
1004.33,1004.51,r
1004.61,1005.05,r
1005.65,1005.95,r
1006.01,1006.41,r
1006.64,1006.92,r
1006.96,1007.42,r
1007.82,1007.98,r
1008.87,1008.91,r
1009.11,1009.49,r
1009.74,1009.98,r
1010.05,1010.51,r
1010.84,1011.02,r
1011.21,1011.47,r
1011.85,1011.9300000000001,r
1012.16,1012.44,r
1012.94,1013.12,r
1015.11,1015.23,r
1016.41,1016.61,r
1021.42,1021.44,r
1022.45,1023.01,r
1023.83,1023.95,r
1024.85,1025.05,r
1025.61,1025.61,r
1026.09,1026.23,r
1026.75,1026.75,r
1027.34,1027.54,r
1027.79,1027.91,r
1028.31,1028.53,r
1029.08,1029.32,r
1029.59,1029.79,r
1030.22,1030.4,r
1030.94,1030.94,r
1031.48,1031.74,r
1032.13,1032.33,r
1033.18,1033.32,r
1034.17,1034.33,r
1034.49,1034.83,r
1035.1100000000001,1035.45,r
1036.5,1036.68,r
1037.44,1037.78,r
1037.69,1038.35,r
1038.46,1038.68,r
1039.38,1039.66,r
1039.93,1040.63,r
1040.83,1041.15,r
1041.42,1041.86,r
1046.91,1047.11,r
1048.34,1048.64,r
1049.08,1049.32,r
1051.33,1051.65,r
1055.24,1055.24,r
1066.34,1066.34,r
1066.93,1067.25,r
1067.9,1067.9,r
1073.33,1073.51,r
1074.68,1074.68,r
1083.05,1083.45,r
1091.43,1091.43,r
1093.37,1093.45,r
1100.03,1100.03,r
1106.51,1106.91,r
1109.31,1109.31,r
1114.41,1114.41,r
1115.15,1115.15,r
1119.97,1120.21,r
1127.92,1128.18,r
1128.59,1128.59,r
1128.99,1129.19,r
1129.91,1129.97,r
1130.35,1130.57,r
1130.91,1131.45,r
1132.81,1133.09,r
1134.08,1134.2,r
1134.65,1134.67,r
1134.93,1135.59,r
1136.01,1136.01,r
1136.63,1136.63,r
1137.0,1137.26,r
1137.72,1137.92,r
1138.15,1138.37,r
1138.75,1139.01,r
1139.26,1139.52,r
1139.97,1140.23,r
1140.47,1140.69,r
1141.6100000000001,1141.6100000000001,r
1142.46,1142.64,r
1143.15,1143.15,r
1144.06,1144.06,r
1144.45,1144.93,r
1145.16,1145.16,r
1145.47,1145.73,r
1146.02,1146.02,r
1146.45,1146.45,r
1146.6,1147.12,r
1200.41,1201.11,r
1201.4,1201.84,r
1201.71,1202.35,r
1202.48,1203.18,r
1203.13,1203.63,r
1203.45,1204.13,r
1203.87,1204.69,r
1205.22,1205.82,r
1210.31,1211.03,r
1211.79,1212.43,r
1212.79,1213.55,r
1213.81,1214.63,r
1215.09,1215.83,r
1216.26,1217.0,r
1216.78,1217.6,r
1217.3,1217.94,r
1218.19,1219.01,r
1219.11,1219.81,r
1220.15,1220.91,r
1221.0,1221.74,r
1221.92,1222.74,r
1222.56,1223.28,r
1223.03,1223.73,r
1223.64,1224.44,r
1224.16,1224.74,r
1224.62,1225.34,r
1225.05,1225.73,r
1225.78,1226.6,r
1226.9,1227.72,r
1228.08,1228.88,r
1229.11,1229.83,r
1229.61,1230.15,r
1230.58,1231.1,r
1230.93,1231.75,r
1231.58,1232.18,r
1232.67,1233.41,r
1233.72,1234.54,r
1234.33,1235.15,r
1234.79,1235.51,r
1235.33,1236.15,r
1236.67,1237.49,r
1237.32,1238.14,r
1237.98,1238.8,r
1238.67,1239.49,r
1239.18,1240.0,r
1239.92,1240.74,r
1240.45,1241.27,r
1241.53,1242.35,r
1242.21,1242.87,r
1242.54,1243.36,r
1243.08,1243.9,r
1243.52,1244.34,r
1244.32,1245.14,r
1245.14,1245.96,r
1245.73,1246.31,r
1246.97,1247.75,r
1247.9,1248.6,r
1248.6,1249.42,r
1249.31,1249.91,r
1250.11,1250.93,r
1250.64,1251.22,r
1251.38,1252.14,r
1252.24,1253.02,r
1253.55,1254.21,r
1254.14,1254.96,r
1255.11,1255.93,r
1255.98,1256.58,r
1256.28,1257.1,r
1257.33,1257.97,r
1258.06,1258.88,r
1258.61,1259.15,r
1259.23,1260.05,r
1260.31,1261.03,r
1261.07,1261.69,r
1261.47,1262.21,r
1262.37,1263.19,r
1262.95,1263.77,r
1263.47,1264.15,r
1264.06,1264.82,r
1265.28,1266.1,r
1266.41,1267.01,r
1266.94,1267.46,r
1267.26,1267.96,r
1267.81,1268.47,r
1268.3,1268.9,r
1268.98,1269.8,r
1270.07,1270.73,r
1271.12,1271.68,r
1271.98,1272.64,r
1272.85,1273.55,r
1274.01,1274.59,r
1274.44,1275.22,r
1275.39,1276.13,r
1275.9,1276.56,r
1276.42,1277.08,r
1276.76,1277.58,r
1277.56,1278.38,r
1278.62,1279.34,r
1279.56,1280.28,r
1280.49,1281.19,r
1281.56,1282.22,r
1283.55,1283.83,r
1286.57,1287.25,r
1287.83,1288.51,r
1288.4,1289.14,r
1289.59,1290.21,r
1290.6,1291.28,r
1291.41,1292.23,r
1291.82,1292.64,r
1292.67,1293.49,r
1293.55,1294.27,r
1293.96,1294.78,r
1294.94,1295.76,r
1295.87,1296.63,r
1296.49,1297.31,r
1298.14,1298.84,r
1298.99,1299.81,r
1300.0,1300.78,r
1300.59,1301.41,r
1301.03,1301.79,r
1302.04,1302.72,r
1303.02,1303.72,r
1303.71,1304.53,r
1304.99,1305.81,r
1305.95,1306.77,r
1306.88,1307.64,r
1307.81,1308.63,r
1308.61,1309.35,r
1308.98,1309.8,r
1309.79,1310.61,r
1310.43,1311.17,r
1311.23,1311.77,r
1311.98,1312.46,r
1312.99,1313.71,r
1313.86,1314.58,r
1314.41,1315.23,r
1314.94,1315.68,r
1315.95,1316.55,r
1316.39,1317.19,r
