2915.2200000000003,b
2915.99,c
2916.67,b
2917.21,b
2917.6400000000003,b
2918.61,b
2919.92,b
2921.7799999999997,c
2922.49,b
2923.5,c
2924.1400000000003,b
2924.7200000000003,c
2925.52,c
2926.27,c
2927.06,c
2927.91,c
2929.6800000000003,c
2931.75,c
2933.79,c
2935.16,c
2935.76,c
2936.5699999999997,c
2939.08,c
2940.2200000000003,b
2941.05,b
2949.56,b
2949.9700000000003,b
2955.0699999999997,b
2955.81,b
2958.95,b
2959.99,b
2961.56,b
2962.38,b
2963.16,c
2963.83,b
2964.44,b
2965.09,c
2965.77,c
2966.4,c
2967.19,c
2967.73,b
2968.46,b
2969.09,b
2969.63,b
2970.34,c
2971.02,c
2971.8199999999997,c
2972.8199999999997,c
2974.0699999999997,b
2975.4,c
2975.96,c
2976.5699999999997,b
2977.21,c
2977.8,c
2978.3999999999996,b
2978.88,c
2979.62,c
2980.2,c
2980.96,c
2981.5600000000004,cb
2982.17,b
2982.8900000000003,c
2983.7799999999997,b
2984.43,c
2985.2,c
2986.06,b
2986.96,b
2987.3999999999996,b
2987.84,b
2988.2799999999997,c
2989.31,c
2990.19,c
2990.8199999999997,cb
2991.59,c
2992.1899999999996,b
2992.7200000000003,c
2993.49,c
2994.8,c
2995.29,c
2996.38,b
2997.0699999999997,c
2997.86,c
2998.56,b
2999.37,c
3000.98,c
3001.65,c
3002.3,c
3003.49,b
3004.2,c
3005.1,b
3005.8999999999996,b
3007.89,b
3008.3599999999997,b
3009.45,cb
3011.95,b
3012.75,b
3013.42,c
3014.16,c
3015.11,c
3016.62,b
3017.08,b
3019.9700000000003,b
3021.04,b
3021.7,b
3022.84,c
3023.64,b
3024.45,b
3025.1099999999997,c
3025.7,c
3026.33,c
3027.18,c
3027.99,c
3028.77,c
3029.7,b
3030.44,b
3031.55,c
3033.28,b
3034.69,c
3035.45,c
3036.2,b
3036.6099999999997,c
3037.34,b
3038.29,cb
3039.46,b
3040.16,b
3040.99,b
3042.12,b
3044.2200000000003,b
3046.7799999999997,b
3047.5699999999997,b
3048.41,b
3049.3,b
3055.57,b
3056.74,b
3059.52,b
3060.27,b
3062.06,b
3064.6499999999996,b
3065.89,b
3066.55,b
3067.8500000000004,b
3069.01,c
3069.72,b
3070.26,b
3071.23,b
3072.2200000000003,c
3073.62,b
3074.3500000000004,b
3075.58,b
3076.5299999999997,b
3077.84,b
3078.59,b
3079.33,c
3080.87,b
3081.46,b
3083.16,b
3085.42,b
3086.8199999999997,b
3089.51,b
3090.23,b
3091.09,b
3092.0299999999997,b
3093.09,b
3094.08,b
3094.77,b
3095.5200000000004,b
3096.27,b
3096.96,c
3098.5,c
3099.05,cb
3101.64,b
3102.98,b
3104.2,b
3104.6099999999997,b
3105.86,b
3107.76,b
3117.96,c
3126.23,b
3128.3,b
3129.42,b
3130.29,b
3131.12,b
3132.39,b
3134.24,b
3135.08,b
3135.74,c
3136.35,b
3137.3599999999997,b
3137.99,b
3138.87,c
3139.59,b
3140.4,b
3141.05,b
3141.7200000000003,b
3142.4700000000003,c
3143.45,b
3144.45,b
3145.51,c
3146.58,b
3147.1,b
3148.52,b
3149.34,b
3150.35,c
3151.25,b
3152.4300000000003,b
3153.5299999999997,c
3154.16,b
3154.81,b
3155.83,c
3156.84,b
3157.4700000000003,b
3158.1,b
3158.71,b
3159.4700000000003,b
3160.01,b
3160.58,b
3161.59,b
3162.2799999999997,b
3163.08,c
3164.37,b
3165.1400000000003,b
3166.09,b
3166.63,b
3167.4,b
3167.89,b
3168.52,c
3170.09,b
3170.8199999999997,b
3171.3900000000003,b
3173.17,b
3173.81,b
3174.5299999999997,b
3175.25,b
3175.85,b
3176.38,c
3177.2799999999997,b
3177.9700000000003,b
3178.62,b
3179.35,b
3179.8199999999997,b
3180.88,b
3181.54,b
3182.26,b
3183.0,b
3183.7,c
3184.26,b
3184.8999999999996,b
3185.4700000000003,b
3186.1400000000003,c
3187.6800000000003,b
3188.3,b
3189.17,b
3189.95,b
3190.82,b
3191.52,b
3192.1400000000003,cb
3192.93,b
3193.87,b
3194.79,c
3195.37,b
3195.95,b
3197.17,b
3197.6000000000004,b
3198.27,b
3198.94,c
3199.5,c
3200.0,c
3200.7200000000003,c
3201.2,b
3201.83,b
3202.56,c
3203.2,b
3203.83,c
3204.41,c
3204.86,b
3205.52,c
3206.5699999999997,b
3207.24,c
3207.84,c
3208.98,b
3209.63,c
3210.3900000000003,c
3211.18,b
3211.6499999999996,c
3212.45,c
3213.36,b
3213.94,b
3214.7799999999997,b
3215.62,b
3216.8500000000004,b
3217.49,b
3218.12,c
3219.17,b
3219.73,b
3220.37,b
3221.44,b
3222.38,b
3223.19,b
3224.1800000000003,b
3224.74,b
3225.3599999999997,c
3225.89,b
3226.92,b
3227.84,b
3228.4700000000003,b
3230.0299999999997,c
3230.6800000000003,c
3232.29,c
3233.37,b
3233.85,c
3234.91,b
3235.55,b
3236.29,b
3236.8199999999997,b
3237.3900000000003,b
3238.1,b
3238.51,b
3239.55,b
3240.1499999999996,c
3241.09,c
3241.91,b
3242.52,c
3243.14,b
3243.85,b
3244.4,b
3245.04,c
3246.12,b
3246.7200000000003,b
3247.3,b
3248.51,b
3249.04,b
3249.83,b
3250.3,b
3251.02,b
3251.5,b
3252.84,b
3253.67,c
3254.09,c
3255.01,c
3256.3900000000003,b
3257.83,b
3258.24,c
3259.73,b
3260.5,b
3262.76,b
3264.63,b
3265.7200000000003,b
3267.0600000000004,b
3267.71,b
3268.59,b
3269.0,c
3270.87,b
3271.66,b
3272.43,b
3275.4399999999996,b
3277.0299999999997,b
3278.66,b
3279.12,b
3280.04,b
3280.59,c
3281.17,b
3282.63,b
3283.5299999999997,b
3284.45,c
3285.3,b
3286.13,c
3286.6000000000004,b
3287.5699999999997,c
3288.0,cb
3288.77,c
3289.71,b
3290.33,b
3290.84,b
3291.4300000000003,b
3292.23,c
3292.76,b
3293.42,c
3295.04,b
3295.9700000000003,b
3296.88,b
3297.5299999999997,c
3298.1800000000003,c
3298.94,b
3299.7799999999997,b
3301.05,b
3302.13,b
3303.83,b
3305.27,b
3306.33,b
3306.96,b
3307.53,b
3308.24,b
3308.89,b
3309.41,b
3310.48,b
3311.05,b
3311.76,b
3312.37,b
3312.7799999999997,b
3314.24,b
3314.73,b
3315.33,b
3315.88,b
3316.4700000000003,b
3317.1800000000003,b
3317.88,b
3318.7,b
3319.3,b
3320.05,b
3320.5299999999997,b
3321.35,b
3321.95,b
