1417.26,cb
1418.04,b
1418.45,cb
1419.1,c
1419.9,c
1421.2800000000002,b
1421.99,b
1422.8,cb
1423.48,cb
1424.27,cb
1424.98,cb
1425.69,cb
1426.49,cb
1427.25,cb
1428.01,cb
1428.77,cb
1429.75,cb
1430.4099999999999,cb
1431.38,c
1431.93,c
1432.54,cb
1433.51,cb
1434.13,cb
1434.83,cb
1435.47,cb
1436.33,cb
1437.35,cb
1437.98,cb
1438.82,c
1439.53,cb
1440.32,cb
1441.06,cb
1441.9,c
1442.68,cb
1443.4,cb
1444.24,cb
1444.95,cb
1445.93,cb
1446.6100000000001,cb
1447.26,cb
1447.94,cb
1448.68,b
1449.28,cb
1450.1599999999999,cb
1450.8200000000002,cb
1451.6399999999999,cb
1452.3000000000002,c
1452.9,cb
1453.69,cb
1454.47,cb
1455.4299999999998,c
1456.03,cb
1456.72,cb
1457.5,cb
1458.21,cb
1458.88,cb
1459.51,cb
1460.28,cb
1460.97,b
1461.67,b
1462.84,b
1463.51,cb
1464.38,b
1465.04,cb
1465.84,cb
1466.56,cb
1467.31,cb
1468.1999999999998,b
1468.96,cb
1470.45,cb
1471.1100000000001,c
1471.83,cb
1472.58,cb
1473.4,cb
1474.04,cb
1474.65,c
1475.34,b
1475.9,b
1476.6299999999999,cb
1477.29,cb
1478.35,c
1479.02,c
1479.75,cb
1480.4,c
1481.02,b
1481.8000000000002,cb
1482.44,c
1483.1100000000001,cb
1483.8899999999999,cb
1485.15,cb
1485.87,cb
1487.26,cb
1488.02,cb
1488.6599999999999,cb
1489.35,c
1490.04,c
1490.72,cb
1491.49,cb
1492.3000000000002,b
1492.9099999999999,cb
1493.93,c
1494.56,b
1495.27,cb
1495.97,cb
1496.57,c
1497.27,cb
1497.9,cb
1498.63,cb
1499.32,cb
1500.73,cb
1501.51,cb
1502.19,cb
1503.0,cb
1503.83,b
1504.52,cb
1505.21,cb
1505.9,cb
1506.62,cb
1507.37,cb
1508.03,c
1508.78,b
1509.26,cb
1510.0,cb
1510.6599999999999,cb
1511.8,cb
1512.4,cb
1513.27,cb
1514.6399999999999,cb
1515.27,b
1516.07,cb
1516.95,cb
1517.67,cb
1518.85,c
1519.95,cb
1520.76,c
1521.5,cb
1522.19,c
1522.87,b
1523.57,cb
1524.21,c
1525.37,b
1526.72,b
1527.3400000000001,b
1528.04,cb
1528.69,cb
1529.29,b
1530.01,cb
1530.88,cb
1531.61,b
1532.49,cb
1533.32,c
1534.7,cb
1535.33,cb
1536.24,cb
1536.9299999999998,c
1537.76,cb
1538.51,c
1539.17,b
1539.94,cb
1540.67,cb
1541.37,c
1542.01,c
1542.65,c
1543.33,cb
1544.03,cb
1544.6399999999999,cb
1545.94,cb
1547.9899999999998,b
1548.6,c
1549.22,c
1549.87,b
1550.5900000000001,cb
1551.3400000000001,c
1552.02,c
1552.65,c
1553.35,b
1554.04,b
1554.98,c
1555.5900000000001,b
1556.2199999999998,b
1556.8400000000001,cb
1557.4,cb
1558.1399999999999,b
1558.8,b
1559.54,cb
1560.19,cb
1561.25,b
1561.8400000000001,c
1562.44,c
1563.22,c
1563.8,c
