1.38,r
3.0,r
4.85,r
6.43,r
8.22,r
9.68,r
11.3,r
12.88,r
14.35,r
14.76,r
16.26,r
17.86,r
24.12,r
25.73,r
27.65,r
29.51,r
31.25,r
33.39,r
39.2,r
40.9,r
42.36,r
44.23,r
45.97,r
47.6,r
49.27,r
51.03,r
52.72,r
54.25,r
55.77,r
57.22,r
58.69,r
59.1,r
60.77,r
62.4,r
64.15,r
66.03,r
67.54,r
68.22,r
69.75,r
72.77,r
73.52,r
74.44,r
76.23,r
78.03,r
79.71,r
81.42,r
83.72,r
89.59,r
91.81,r
93.43,r
95.32,r
97.12,r
98.8,r
100.27,r
100.68,r
102.27,r
103.26,r
103.93,r
105.53,r
107.04,r
108.55,r
110.44,r
111.54,r
112.1,r
113.9,r
115.7,r
116.88,r
119.13,r
121.22,r
123.47,r
125.99,r
128.44,r
130.26,r
132.46,r
138.28,r
139.9,r
141.39,r
143.2,r
144.98,r
146.71,r
148.44,r
150.09,r
151.74,r
153.37,r
154.92,r
156.45,r
158.0,r
159.45,r
161.36,r
163.01,r
166.22,r
167.77,r
169.36,r
171.1,r
172.32,r
174.47,r
175.95,r
177.43,r
183.17,r
185.19,r
187.23,r
188.91,r
190.63,r
192.32,r
194.04,r
195.53,r
197.12,r
198.82,r
200.37,r
202.16,r
203.62,r
204.85,r
205.31,r
206.94,r
208.46,r
210.18,r
210.61,r
211.81,r
213.33,r
216.51,r
219.1,r
221.33,r
223.36,r
225.15,r
226.99,r
228.64,r
230.38,r
237.69,r
238.29,r
239.62,r
241.27,r
242.6,r
243.14,r
243.94,r
244.92,r
246.61,r
248.5,r
250.21,r
251.79,r
253.35,r
255.11,r
256.93,r
258.55,r
259.97,r
261.97,r
263.71,r
269.71,r
271.91,r
273.58,r
275.44,r
277.3,r
278.97,r
280.63,r
282.79,r
288.61,r
289.02,r
290.89,r
292.47,r
294.33,r
296.11,r
297.76,r
299.26,r
300.9,r
302.68,r
304.17999999999995,r
305.78,r
306.95000000000005,r
307.52,r
308.11,r
308.9,r
309.64,r
310.37,r
310.78,r
311.42,r
312.06,r
312.47,r
313.0,r
313.67,r
314.08,r
314.49,r
314.97,r
315.76,r
317.81,r
318.58,r
320.13,r
321.31,r
321.79999999999995,r
322.46,r
322.96000000000004,r
323.53,r
324.27,r
324.88,r
325.36,r
327.65999999999997,r
330.39,r
334.21000000000004,r
335.75,r
336.19,r
337.25,r
337.86,r
338.8,r
339.4,r
339.81,r
341.44,r
343.29999999999995,r
344.99,r
346.65999999999997,r
348.37,r
351.51,r
