1.25	b
2.26	b
3.23	b
3.96	b
4.70	b
5.39	b
6.16	b
6.89	x
7.72	x
8.41	x
9.07	c
9.89	b
10.64	b
11.34	x
12.17	b
12.82	c
13.59	c
14.26	c
14.91	c
15.58	c
16.20	b
16.66	b
17.31	b
17.82	c
18.45	c
19.07	c
19.74	c
20.37	c
21.43	b
22.29	b
23.10	b
23.91	x
24.71	x
25.60	b
26.29	c
27.24	b
27.86	b
28.53	x
29.36	x
30.11	x
31.02	x
31.84	x
32.61	c
33.42	x
34.31	x
35.09	c
35.87	c
36.53	c
37.33	x
38.20	x
38.94	b
39.73	x
40.44	c
41.23	x
42.10	x
42.80	c
43.52	x
44.29	x
45.08	x
46.14	b
47.19	x
48.03	x
48.80	x
49.58	x
50.36	x
51.05	b
51.81	x
52.64	x
53.46	b
54.12	c
54.92	x
55.70	c
56.53	c
57.23	c
57.97	c
58.73	c
59.43	c
60.06	c
60.81	c
61.52	c
62.30	c
62.98	c
63.95	c
65.41	b
65.98	b
66.92	b
68.00	b
68.65	x
69.46	b
69.89	b
70.53	c
71.31	x
72.15	b
72.86	c
73.62	x
74.36	x
75.09	x
75.91	x
77.03	b
77.66	x
78.38	x
79.15	x
80.06	x
80.75	c
81.54	x
82.33	x
83.06	x
83.76	x
84.45	x
85.14	x
85.84	x
86.59	x
87.39	x
88.20	x
89.01	x
90.09	x
90.85	x
91.62	x
92.41	c
93.00	c
93.69	c
94.37	c
94.91	c
95.67	x
96.34	c
97.02	c
97.78	x
98.55	x
99.49	b
100.25	b
100.91	x
101.63	x
102.45	x
103.25	x
104.05	b
104.79	x
105.50	c
106.21	c
106.78	b
107.44	x
108.22	x
108.97	x
109.71	b
110.44	x
111.17	x
112.19	x
113.02	x
113.77	x
114.66	x
115.88	x
116.69	c
117.33	c
117.98	c
118.67	c
119.41	c
120.23	c
120.94	x
121.72	x
122.31	c
122.97	c
123.72	x
124.58	x
125.48	b
126.47	x
127.12	c
128.28	x
129.06	x
129.87	b
130.56	b
131.16	c
131.80	c
132.44	c
133.15	c
134.25	b
135.18	b
135.89	x
136.72	x
137.48	x
138.43	x
139.12	x
139.88	x
140.60	x
141.31	x
142.39	x
143.28	x
144.04	x
144.71	x
145.73	b
146.52	x
147.30	x
148.03	x
148.76	x
149.61	x
150.38	c
151.09	x
151.87	x
152.58	b
153.19	c
153.98	x
154.71	x
155.46	x
156.14	x
157.11	x
157.81	x
158.59	x
159.31	x
160.62	x
161.34	x
162.06	x
162.79	c
163.53	x
164.32	x
165.06	x
165.82	x
166.97	b
167.58	x
168.34	x
169.34	b
170.04	x
170.69	x
171.50	x
172.31	x
173.11	x
173.87	x
174.70	x
175.44	c
176.14	c
176.81	x
177.50	x
178.28	x
179.00	x
179.75	b
180.46	x
181.19	x
181.93	x
182.70	c
183.41	x
184.12	c
184.81	c
185.52	c
186.22	c
186.82	c
187.50	c
188.92	b
189.63	b
190.56	b
191.25	x
191.91	x
192.61	x
193.43	x
194.18	x
194.91	x
195.56	c
196.19	c
197.01	x
197.76	x
198.49	x
199.18	x
199.94	x
200.67	b
201.59	x
202.34	x
203.06	x
203.78	x
204.50	x
205.17	c
205.93	x
206.78	b
207.37	x
208.01	x
208.78	x
209.46	b
210.19	x
210.88	x
211.56	x
212.19	c
212.99	x
213.78	x
214.51	x
215.29	x
216.03	x
217.08	b
217.73	x
218.44	x
219.10	c
219.88	x
220.66	x
221.50	x
222.21	x
223.03	x
223.75	x
224.49	x
225.13	c
225.94	x
226.68	x
227.39	x
228.12	x
228.76	c
229.41	c
230.17	x
230.96	x
231.68	x
232.53	x
233.22	c
233.93	c
235.36	c
236.18	x
237.01	x
237.72	x
238.43	x
239.07	c
239.75	c
240.40	c
241.11	c
241.75	c
242.28	b
242.93	c
243.59	c
244.29	x
244.88	c
245.52	c
246.12	x
246.75	c
247.86	b
248.50	c
249.09	c
249.83	x
250.52	x
251.22	x
251.92	x
252.62	x
253.33	x
254.03	x
254.73	x
255.45	x
256.17	x
256.76	x
257.44	c
258.18	c
258.91	x
259.69	b
260.33	c
260.97	c
261.59	x
262.31	x
262.99	x
263.71	x
264.38	c
265.24	b
265.88	x
266.51	c
267.23	x
267.92	x
268.61	x
269.50	c
270.20	x
270.89	x
271.69	x
272.40	x
273.20	x
273.96	x
274.71	x
275.48	x
276.33	x
277.15	x
277.91	x
278.66	x
279.43	x
280.14	c
280.78	c
281.62	x
282.37	x
283.17	x
283.84	c
284.56	x
285.55	x
286.27	c
286.91	c
287.55	c
288.23	c
288.93	c
289.61	c
290.26	c
290.96	c
291.69	c
292.28	c
293.63	b
294.34	b
295.07	b
295.83	b
296.57	x
297.30	x
298.19	c
298.88	x
299.62	x
300.28	x
300.94	x
301.75	x
302.76	b
303.48	x
304.12	x
304.81	x
305.50	x
306.26	x
306.98	x
307.79	x
308.52	x
309.27	b
309.92	x
310.63	x
311.42	x
312.12	x
312.88	x
313.61	x
314.42	x
315.16	x
316.12	b
316.75	c
317.44	c
318.22	x
318.90	c
319.51	c
320.14	c
320.86	x
321.62	x
322.38	x
323.13	x
323.87	c
324.48	x
325.26	x
326.00	x
326.75	x
327.52	x
328.19	x
328.89	x
329.72	x
330.50	c
331.12	c
331.75	c
332.41	c
333.04	c
333.73	c
334.45	c
335.59	c
336.22	c
336.89	x
337.62	x
338.33	x
339.06	x
339.83	b
340.44	c
341.07	b
341.71	x
342.39	x
343.09	x
343.71	c
344.38	x
345.05	x
345.78	x
346.42	x
347.20	x
347.85	c
348.48	c
349.11	x
349.79	x
350.71	b
351.38	x
352.50	x
353.19	x
353.88	x
354.93	x
355.65	x
356.39	x
357.11	x
357.85	x
358.58	x
359.29	c
359.99	x
360.99	x
361.64	c
362.34	c
363.01	x
363.66	c
364.44	x
365.24	x
366.21	b
366.93	x
367.74	x
368.44	x
369.12	c
369.81	x
370.43	c
371.14	x
371.72	c
372.28	c
373.03	x
373.73	c
374.44	c
375.16	b
375.89	x
376.62	x
377.42	x
378.07	x
378.81	x
379.51	x
380.23	x
381.02	x
381.81	x
382.83	b
383.56	x
384.31	x
385.00	c
385.61	c
386.27	c
387.01	x
387.65	c
388.34	x
389.01	c
389.65	c
390.28	c
391.20	x
392.29	x
392.96	x
393.75	x
394.48	x
395.44	b
396.16	x
396.94	x
397.65	x
398.37	x
399.06	x
399.80	x
400.47	x
401.03	c
401.78	x
402.51	x
403.52	x
404.23	x
404.94	x
405.67	x
406.32	c
406.95	c
407.62	c
408.17	c
408.91	x
409.57	c
410.25	x
410.95	x
411.88	c
412.68	x
413.63	c
414.56	?
415.02	?
415.52	?
416.12	c
416.68	x
417.48	x
418.21	x
418.96	x
419.56	c
420.74	x
421.28	c
421.97	x
422.58	c
423.35	x
424.14	x
424.85	x
425.59	b
426.34	x
427.18	x
427.88	x
428.60	x
429.30	x
429.88	c
430.64	x
431.38	x
432.04	x
432.72	x
433.28	c
433.95	x
434.62	x
435.36	x
436.02	x
436.97	b
437.54	x
438.28	x
439.03	x
439.75	x
440.49	x
441.52	x
442.24	x
443.00	x
443.62	x
444.39	x
445.14	x
445.80	x
446.53	x
447.24	x
447.95	x
448.74	x
449.46	x
450.20	x
450.90	x
451.58	c
452.20	c
452.89	x
453.63	x
454.26	c
454.79	c
455.51	x
456.22	x
456.88	x
457.54	x
458.69	b
459.32	x
460.04	c
460.75	x
461.39	x
462.08	x
462.77	x
463.46	c
464.07	c
464.77	c
465.60	x
466.22	x
466.98	x
467.73	x
468.54	x
469.21	c
469.89	x
470.52	x
471.25	x
471.97	x
472.96	x
473.69	x
474.41	x
475.06	x
475.84	c
476.72	x
477.45	x
478.12	x
478.81	x
479.82	b
480.40	b
481.27	x
481.85	x
482.49	x
483.23	x
483.92	x
484.56	x
485.29	c
485.93	x
486.62	c
487.21	c
488.03	x
488.75	x
489.47	x
490.21	x
490.91	x
491.59	x
492.27	x
492.93	x
493.67	x
494.46	x
495.14	c
495.90	x
496.57	x
497.35	x
498.06	x
498.84	x
499.61	x
500.38	x
501.35	b
502.07	c
502.77	x
503.47	x
504.26	c
505.03	x
505.73	x
506.49	x
507.29	c
507.94	x
508.68	x
509.48	x
510.14	c
510.75	c
511.48	x
512.17	x
512.88	c
513.55	c
514.13	c
514.65	c
515.44	c
516.85	x
517.50	x
518.22	x
518.96	x
519.73	x
520.48	x
521.17	x
521.84	x
522.57	c
523.16	c
523.84	c
524.41	c
524.98	c
525.53	c
526.10	c
526.90	x
527.66	x
528.38	x
529.10	x
529.84	b
530.57	x
531.25	x
531.84	c
532.60	x
533.30	x
534.01	x
534.80	x
535.54	x
536.32	x
537.00	x
537.65	c
538.24	c
538.85	c
539.61	x
540.29	x
541.08	x
541.90	x
542.63	x
543.59	b
544.42	x
545.17	x
545.87	x
546.59	x
547.29	c
547.98	x
548.63	c
549.35	x
549.95	c
550.64	c
551.46	b
552.07	x
552.79	x
553.57	c
554.14	c
554.83	c
555.48	c
556.18	c
556.86	c
557.46	c
558.09	x
558.71	x
559.56	x
560.18	c
561.23	c
561.90	c
563.77	b
564.38	b
565.08	b
565.73	b
566.62	x
567.32	b
568.05	x
568.61	x
569.22	x
570.30	x
570.98	x
571.71	x
572.59	x
573.23	x
573.93	c
574.59	x
575.50	c
576.26	x
577.00	x
577.64	x
578.25	x
579.00	c
579.81	x
580.50	b
581.14	c
581.71	x
582.48	x
583.12	c
583.75	c
584.48	c
585.10	c
585.70	c
586.32	c
587.01	c
587.79	x
588.44	x
589.71	b
590.38	b
591.30	x
591.96	x
592.50	c
593.01	c
593.62	c
594.26	c
594.85	c
595.62	x
596.41	c
597.01	c
597.95	c
598.62	c
599.22	c
599.82	c
600.62	c
602.29	b
603.00	b
603.71	b
604.36	x
605.21	b
605.95	x
606.56	x
607.22	x
607.88	x
608.56	x
609.25	x
610.28	x
610.93	x
611.62	x
612.31	c
612.97	x
613.63	c
614.32	x
615.02	x
615.75	x
616.50	x
617.34	x
618.03	x
618.68	x
619.47	x
620.21	x
620.82	x
621.50	x
622.24	c
622.92	x
623.54	x
624.27	x
624.93	x
625.62	x
626.28	c
626.87	x
627.95	b
628.74	x
629.46	x
630.51	x
631.34	x
632.00	c
632.57	c
633.24	c
633.98	c
634.69	c
635.41	c
635.98	c
636.75	c
637.46	b
638.11	b
638.98	b
639.77	x
640.45	x
641.12	x
641.78	c
642.47	x
643.13	x
643.84	x
644.56	x
645.37	b
646.11	x
647.10	x
647.73	x
648.48	x
649.21	x
649.92	x
650.74	c
651.45	c
652.04	c
652.66	c
653.26	c
653.92	c
654.50	c
655.21	x
655.92	x
656.74	b
657.48	b
657.94	b
658.60	x
659.21	c
660.00	x
660.69	x
661.39	x
662.15	x
662.87	x
663.56	x
664.25	x
664.96	x
665.66	x
666.40	x
667.42	x
668.22	x
669.02	x
669.79	x
670.48	x
671.17	x
671.92	x
672.58	x
673.26	x
674.12	x
674.81	x
675.51	x
676.31	x
677.04	x
677.71	c
678.43	x
679.11	x
679.77	x
680.86	c
681.56	x
682.21	x
682.89	x
683.62	x
684.36	x
685.12	x
685.88	c
686.66	x
687.57	x
688.37	x
689.12	x
689.88	x
690.71	x
691.43	x
692.17	x
692.99	x
693.73	x
694.56	x
695.29	x
696.05	x
696.78	x
697.48	x
698.25	x
698.99	x
700.00	x
701.28	x
701.95	c
702.74	x
703.45	x
704.06	c
704.75	c
705.43	x
706.29	c
707.05	x
707.81	x
708.54	b
709.19	x
709.87	c
710.71	x
711.51	x
712.39	x
713.13	x
713.96	x
714.62	x
715.43	x
716.09	x
716.74	c
717.37	c
